AccountId,CreationDate,Reputation,Views,UpVotes,DownVotes,LastAccessDate
4356154,2014-05-14T03:07:51.703,1,1,0,0,2014-06-12T12:13:31.337
514829,2014-05-14T03:16:48.710,422,12,128,0,2018-08-31T10:44:35.320
1705277,2014-05-14T03:24:28.157,101,1,0,0,2017-07-10T05:35:56.260
1822136,2014-05-14T03:30:28.107,2557,209,373,2,2018-07-27T15:48:54.690
7598,2014-05-14T03:32:28.697,101,1,0,0,2017-03-09T14:40:40.450
4200366,2014-05-14T03:59:47.193,1,0,0,0,2014-05-22T07:24:39.850
325297,2014-05-14T04:07:31.467,101,3,28,1,2017-12-01T03:02:30.977
963950,2014-05-14T04:11:57.413,438,22,5,0,2017-05-25T07:45:05.033
4148647,2014-05-14T04:39:54.360,382,4,4,0,2018-03-13T21:39:37.980
2418671,2014-05-14T04:50:17.167,1,1,2,0,2018-08-21T07:07:01.490
2230778,2014-05-14T05:03:02.460,851,19,13,2,2018-08-23T20:16:57.443
48434,2014-05-14T05:23:16.633,101,1,0,0,2014-05-14T05:23:16.633
112206,2014-05-14T05:23:51.243,1,1,0,0,2017-07-30T07:27:01.440
735810,2014-05-14T05:26:55.373,215,11,19,2,2018-07-24T12:43:05.463
361515,2014-05-14T05:27:09.957,188,8,0,1,2018-06-21T14:10:36.920
241216,2014-05-14T05:32:45.010,2326,143,308,12,2018-08-28T16:02:27.397
1038747,2014-05-14T05:35:55.000,101,1,0,0,2018-04-02T14:19:40.467
2242935,2014-05-14T05:44:39.163,101,1,0,0,2014-05-14T09:24:43.200
28900,2014-05-14T06:06:21.970,101,1,38,0,2018-01-10T11:14:05.690
2084934,2014-05-14T06:15:18.753,101,2,1,1,2016-04-29T12:52:57.307
192005,2014-05-14T06:24:54.137,121,2,0,0,2015-05-21T19:09:02.617
2454969,2014-05-14T06:36:29.273,259,5,2,0,2017-08-09T12:52:56.840
98668,2014-05-14T06:48:03.980,101,1,0,0,2018-02-26T10:40:56.580
1785716,2014-05-14T06:48:13.773,190,5,0,0,2017-08-11T11:03:50.193
13455,2014-05-14T06:51:53.433,101,1,0,0,2014-05-14T16:59:36.617
2030885,2014-05-14T06:55:01.283,3087,122,75,4,2018-08-31T07:05:28.560
2281738,2014-05-14T07:02:54.500,111,3,23,0,2014-12-22T14:56:29.090
4459203,2014-05-14T07:05:55.290,1,0,1,0,2016-03-27T09:56:13.133
351195,2014-05-14T07:06:33.617,101,1,2,0,2014-05-19T07:34:29.840
1808612,2014-05-14T07:15:19.610,101,3,1,0,2018-06-26T10:38:12.583
2937730,2014-05-14T07:19:23.143,248,8,26,1,2018-06-22T13:03:30.973
136482,2014-05-14T07:21:26.810,101,1,0,0,2018-08-10T07:59:56.403
1193713,2014-05-14T07:23:53.100,569,26,9,1,2017-10-27T21:25:51.153
1941231,2014-05-14T07:30:06.500,277,4,7,1,2016-03-08T09:49:08.760
4350971,2014-05-14T07:34:33.333,1,2,0,0,2017-11-04T23:59:54.350
1474276,2014-05-14T07:50:23.723,559,26,83,1,2018-02-16T17:57:18.370
2465458,2014-05-14T07:50:56.443,291,10,7,0,2015-08-22T15:14:05.467
478989,2014-05-14T08:00:12.743,101,4,1,0,2014-07-07T06:52:35.790
3549598,2014-05-14T08:02:06.583,101,6,1,0,2014-05-15T13:07:02.563
302279,2014-05-14T08:02:42.770,631,50,59,1,2018-08-29T08:28:40.303
1186613,2014-05-14T08:04:55.280,101,3,2,0,2018-08-27T21:36:50.287
118036,2014-05-14T08:16:04.073,101,1,0,0,2018-07-17T09:57:38.537
4396222,2014-05-14T08:22:46.457,1,2,0,0,2014-05-14T16:46:24.113
342311,2014-05-14T08:40:19.573,101,1,0,0,2016-04-13T13:46:19.080
999472,2014-05-14T08:42:54.353,156,1,2,0,2016-07-21T13:23:09.800
1823107,2014-05-14T08:43:34.103,101,1,0,0,2018-07-23T10:20:57.953
385325,2014-05-14T09:02:32.913,101,0,0,0,2014-05-14T09:37:54.353
288323,2014-05-14T09:06:39.177,1,3,0,0,2017-04-16T19:25:20.003
1275642,2014-05-14T09:24:04.163,48,3,0,0,2016-11-21T16:47:44.970
41067,2014-05-14T09:28:16.420,201,2,2,0,2017-12-07T14:48:29.137
18348,2014-05-14T09:45:52.960,419,6,50,1,2018-08-06T03:53:11.290
172198,2014-05-14T10:41:12.630,181,6,110,3,2018-07-26T22:54:52.070
76755,2014-05-14T11:02:16.567,101,0,0,0,2018-07-11T14:03:35.340
3990511,2014-05-14T11:05:23.497,348,3,17,0,2017-03-23T16:29:16.997
202342,2014-05-14T12:03:25.263,101,0,2,0,2017-10-11T11:48:47.417
122120,2014-05-14T12:04:00.830,101,0,0,0,2014-05-14T12:04:00.830
947853,2014-05-14T12:24:00.303,1,1,0,0,2014-06-01T17:31:55.723
102159,2014-05-14T12:34:09.240,101,3,0,0,2018-08-21T14:11:08.620
1767304,2014-05-14T12:39:11.923,101,1,6,0,2018-08-05T22:47:59.003
529667,2014-05-14T12:48:34.063,1,1,1,0,2018-06-08T03:37:52.993
65624,2014-05-14T12:58:31.250,101,1,0,0,2014-11-13T22:03:19.993
60666,2014-05-14T13:18:38.000,1,1,0,0,2014-05-15T18:43:25.347
4264577,2014-05-14T13:37:53.730,101,2,8,0,2016-09-25T01:38:42.513
7096,2014-05-14T13:53:32.897,101,1,0,0,2018-07-13T16:23:09.927
3094403,2014-05-14T14:05:23.797,101,2,2,2,2017-03-13T15:20:53.167
4314795,2014-05-14T14:08:47.563,1,1,0,0,2014-05-14T14:57:04.147
257879,2014-05-14T14:10:51.177,101,1,3,0,2015-11-24T15:16:49.607
1585544,2014-05-14T14:11:48.097,155,1,9,0,2018-07-12T13:26:39.840
463263,2014-05-14T14:12:20.227,101,2,0,0,2015-03-09T14:38:54.853
438064,2014-05-14T14:12:28.977,101,2,0,0,2014-06-25T16:35:16.643
188507,2014-05-14T14:34:16.937,336,10,4,0,2018-03-20T13:04:32.643
995236,2014-05-14T14:41:51.877,101,1,0,0,2014-05-14T20:36:56.373
3093821,2014-05-14T15:02:32.253,278,4,3,0,2018-08-12T15:37:26.360
15844,2014-05-14T15:11:26.393,266,5,14,0,2017-07-18T16:21:39.483
216182,2014-05-14T15:47:56.607,918,29,40,2,2015-06-13T15:32:21.667
444290,2014-05-14T15:52:31.547,141,4,10,0,2018-08-16T14:42:30.710
486257,2014-05-14T16:01:57.440,101,2,8,0,2018-08-20T17:53:10.677
1495505,2014-05-14T16:25:45.993,101,1,0,0,2015-01-26T03:47:29.907
3134192,2014-05-14T16:26:33.910,101,1,0,0,2016-08-20T13:22:41.620
3057159,2014-05-14T16:29:56.367,101,1,0,0,2014-05-16T06:35:16.917
30053,2014-05-14T17:06:24.080,101,1,1,0,2014-05-14T17:06:24.080
1699069,2014-05-14T17:07:36.047,1,1,0,0,2018-06-09T22:17:41.047
2500763,2014-05-14T17:09:16.213,1,3,2,0,2014-11-18T00:33:30.140
132348,2014-05-14T17:24:33.613,1,1,0,0,2014-07-10T13:49:17.687
1002072,2014-05-14T17:28:29.857,101,1,1,0,2018-05-31T11:33:35.713
152015,2014-05-14T17:33:19.243,101,1,0,0,2016-08-21T07:03:21.583
1368584,2014-05-14T18:11:45.813,101,1,3,0,2016-06-27T01:01:00.697
4197192,2014-05-14T18:42:52.297,1,1,0,0,2015-08-07T10:41:37.233
1962493,2014-05-14T19:46:54.443,1296,43,19,0,2018-08-15T18:56:22.590
1503498,2014-05-14T20:02:52.670,653,37,1539,4,2018-08-16T11:42:04.443
3170709,2014-05-14T20:03:51.480,1,1,0,0,2014-06-09T22:31:11.557
42117,2014-05-14T20:17:06.080,101,1,0,0,2017-09-19T20:08:01.240
91509,2014-05-14T20:20:15.703,1,1,0,0,2014-05-14T20:20:15.703
482412,2014-05-14T21:32:51.397,101,1,11,0,2016-10-17T23:35:09.323
2527870,2014-05-14T21:41:38.023,1070,25,13,0,2015-07-28T18:08:52.927
4070243,2014-05-14T22:01:00.677,68,3,0,0,2014-06-09T22:29:02.600
1193345,2014-05-14T22:13:41.293,216,3,19,0,2018-01-07T04:58:19.540
41337,2014-05-14T23:17:34.067,101,3,11,0,2014-07-18T19:33:27.790
1715235,2014-05-15T02:17:34.120,591,24,45,1,2018-02-23T21:00:10.033
894313,2014-05-15T02:31:36.243,101,1,0,0,2014-05-18T05:59:59.070
3026136,2014-05-15T03:37:13.613,101,1,0,0,2014-05-15T11:57:43.303
1889326,2014-05-15T06:21:33.220,101,1,1,0,2018-02-18T14:30:48.633
4447603,2014-05-15T08:18:29.557,1,1,0,0,2014-05-15T08:18:29.557
2229535,2014-05-15T08:46:15.217,101,2,0,0,2016-12-07T10:07:41.517
4447240,2014-05-15T08:46:56.983,1,1,4,0,2018-08-08T14:08:28.977
975679,2014-05-15T11:09:04.887,156,1,6,0,2018-07-01T09:25:59.470
3323018,2014-05-15T14:53:23.900,101,1,0,0,2018-08-29T19:42:36.440
2478768,2014-05-15T16:01:04.380,238,3,1,0,2017-07-14T20:58:37.850
80849,2014-05-15T16:53:23.127,1,1,0,0,2014-09-13T07:38:32.643
235870,2014-05-15T16:58:57.767,11,3,0,0,2014-06-28T16:39:08.290
1014615,2014-05-15T17:11:55.027,101,1,0,0,2014-05-15T17:28:59.360
214228,2014-05-15T18:56:12.237,101,1,0,0,2014-05-19T07:05:59.963
2176629,2014-05-15T22:13:02.623,101,1,0,0,2015-04-14T01:25:43.563
1809827,2014-05-16T00:03:00.540,1,1,0,0,2018-08-15T08:13:48.650
1113411,2014-05-16T05:03:13.973,281,9,14,0,2018-08-31T19:31:05.470
9698,2014-05-16T19:12:10.613,200,3,8,0,2017-09-25T16:02:08.783
2671878,2014-05-16T21:20:04.837,670,27,21,0,2018-07-22T22:00:38.600
1039861,2014-05-16T21:39:14.233,101,1,0,0,2016-02-09T11:02:01.750
3907786,2014-05-16T23:30:42.383,101,1,1,0,2018-08-25T17:40:11.823
55284,2014-05-17T03:24:23.453,101,1,0,0,2015-03-29T11:48:08.693
129145,2014-05-17T03:27:29.463,101,1,0,0,2014-06-09T20:58:59.697
4200513,2014-05-17T04:14:05.440,1,1,0,0,2015-10-04T18:10:01.820
1057900,2014-05-17T04:21:09.170,101,1,0,0,2017-01-24T18:41:53.770
1270602,2014-05-17T05:18:52.800,111,1,0,0,2018-02-16T18:11:43.663
2296454,2014-05-17T05:59:33.977,1,1,0,0,2015-01-28T10:39:32.427
2583443,2014-05-17T08:13:28.160,1,1,0,0,2014-05-17T09:07:19.380
1957254,2014-05-17T08:21:03.663,101,1,0,0,2014-05-20T14:25:27.090
1450775,2014-05-17T08:40:45.713,153,5,1,0,2018-05-05T20:28:26.103
79703,2014-05-17T08:52:50.720,101,1,0,0,2016-02-21T16:34:46.123
3382326,2014-05-17T10:24:51.720,101,1,0,0,2014-05-17T11:57:04.687
2078875,2014-05-17T11:14:57.100,101,1,0,0,2018-06-22T08:02:23.853
2758432,2014-05-17T15:05:42.217,101,3,3,1,2017-01-05T08:26:03.593
4373329,2014-05-17T15:22:30.590,1,1,0,0,2014-10-13T05:49:51.130
370750,2014-05-17T16:55:09.407,101,1,0,0,2018-07-06T06:53:53.050
1383971,2014-05-17T18:04:05.600,101,1,1,0,2016-03-04T06:18:05.247
91474,2014-05-17T19:43:03.763,101,1,0,0,2018-08-20T16:17:08.030
110305,2014-05-17T19:53:08.083,101,1,2,0,2018-05-31T22:21:21.920
1239981,2014-05-17T20:16:27.787,101,1,0,0,2014-05-17T20:16:27.787
3042610,2014-05-17T20:46:35.313,101,1,1,0,2014-12-05T15:19:45.947
1337217,2014-05-17T23:51:09.923,101,1,0,0,2018-08-14T15:50:22.290
1223885,2014-05-18T00:27:35.323,101,1,0,0,2017-10-10T03:24:28.230
2103461,2014-05-18T08:04:38.213,111,3,0,0,2018-06-28T22:11:53.593
210958,2014-05-18T11:29:55.677,800,36,163,2,2018-05-21T10:33:48.093
2217003,2014-05-18T13:34:17.800,101,3,0,0,2014-05-18T14:02:41.370
939419,2014-05-18T13:59:42.183,242,6,41,1,2017-10-15T17:32:06.590
257090,2014-05-18T15:37:28.340,101,1,0,0,2018-07-15T22:36:28.813
1861791,2014-05-18T18:07:45.053,1,1,0,0,2017-05-16T18:19:53.510
1354353,2014-05-18T20:14:53.913,101,1,1,0,2017-04-10T22:16:46.273
229552,2014-05-18T21:25:24.837,101,1,0,0,2014-05-18T21:25:24.837
3378030,2014-05-18T21:41:59.860,141,9,0,1,2018-08-07T03:58:28.450
215504,2014-05-18T22:27:23.587,140,6,2,0,2018-09-01T00:16:29.590
3455014,2014-05-19T03:35:30.590,1,1,0,0,2014-05-19T05:02:05.867
20808,2014-05-19T06:05:23.827,101,1,0,0,2017-08-17T13:03:51.050
999586,2014-05-19T06:09:54.220,221,3,9,0,2018-03-25T16:24:54.593
1358335,2014-05-19T10:29:03.563,101,1,0,0,2018-03-15T17:15:37.507
2016507,2014-05-19T13:08:18.857,101,1,0,0,2018-07-14T12:14:24.033
986416,2014-05-19T13:18:14.957,1,1,0,0,2014-05-19T13:18:14.957
2090451,2014-05-19T13:44:25.803,111,2,1,0,2018-07-23T08:39:10.550
4048820,2014-05-19T18:41:24.027,101,1,0,0,2015-09-08T21:40:28.440
46050,2014-05-19T19:37:07.100,101,1,0,0,2018-08-21T16:43:49.683
59521,2014-05-19T20:32:08.210,101,1,0,0,2018-06-13T11:41:28.607
509907,2014-05-19T23:05:07.073,116,1,17,0,2018-06-29T04:00:03.440
4494374,2014-05-19T23:50:12.653,548,17,3,0,2014-11-28T23:01:51.887
3317322,2014-05-20T00:21:13.050,1,1,0,0,2017-05-17T23:30:49.857
3598435,2014-05-20T09:14:06.133,1,1,0,0,2014-05-20T21:34:46.263
1224647,2014-05-20T09:20:10.407,101,1,0,0,2015-12-21T13:49:37.563
3850719,2014-05-20T09:20:11.963,1,1,0,0,2014-05-25T19:13:05.940
4331288,2014-05-20T12:19:51.267,1,1,0,0,2015-05-17T21:21:48.413
1229715,2014-05-20T13:03:45.610,1,2,0,0,2017-09-20T13:02:59.207
106531,2014-05-20T13:18:53.277,1,1,0,0,2016-10-02T00:34:07.960
2798956,2014-05-20T15:12:31.437,1,1,0,0,2018-08-19T19:03:06.600
3378570,2014-05-20T21:02:16.017,101,1,0,0,2014-05-20T21:02:16.017
1983681,2014-05-20T21:20:27.910,1,1,0,0,2017-12-22T13:57:16.337
241096,2014-05-20T22:22:58.773,101,1,1,0,2018-04-11T07:13:40.193
1088547,2014-05-21T09:31:49.860,211,7,1,0,2018-07-05T10:57:12.027
418541,2014-05-21T09:46:01.707,101,1,0,0,2014-05-21T09:46:01.707
3297576,2014-05-21T10:18:22.820,1,1,0,0,2014-05-21T17:22:02.203
446135,2014-05-21T11:07:04.450,121,8,0,0,2017-06-26T13:30:31.050
4074600,2014-05-21T12:14:51.637,101,1,1,0,2017-07-25T11:01:11.240
546975,2014-05-21T12:45:37.370,1,1,0,0,2018-08-27T20:19:42.753
1583005,2014-05-21T12:46:21.670,101,2,0,0,2018-04-02T16:47:55.987
4299732,2014-05-21T14:01:32.713,1,2,0,0,2018-07-23T10:37:34.100
923855,2014-05-21T17:23:47.617,101,1,0,0,2016-08-18T13:18:15.920
1223354,2014-05-21T18:50:33.570,1,1,0,0,2014-05-21T18:50:33.570
49084,2014-05-22T06:52:17.353,101,1,0,0,2016-06-25T16:47:54.783
1967520,2014-05-22T13:27:51.080,71,2,0,0,2018-08-13T05:32:43.333
2128613,2014-05-22T13:44:39.723,1,1,0,0,2016-05-13T19:56:56.803
70472,2014-05-22T21:28:53.030,153,6,6,0,2018-06-26T18:07:02.143
266153,2014-05-23T00:27:21.077,101,1,0,0,2018-07-06T08:54:10.817
1551437,2014-05-23T05:26:21.023,101,1,10,0,2018-02-28T16:55:55.400
3799660,2014-05-23T08:15:27.783,201,2,2,0,2017-09-10T10:07:45.920
4478238,2014-05-23T11:10:13.077,101,1,0,0,2017-04-01T12:07:45.413
4516155,2014-05-24T06:04:34.710,101,1,0,0,2014-05-24T06:04:34.710
3005206,2014-05-24T17:27:49.000,1,1,0,0,2014-06-09T21:35:56.330
61341,2014-05-26T01:38:42.780,101,1,0,0,2018-04-25T12:01:27.203
2596903,2014-05-26T04:06:25.937,131,9,1,0,2016-06-03T07:42:29.053
4522180,2014-05-26T04:36:44.933,1,1,0,0,2014-05-26T04:36:44.933
1766699,2014-05-26T09:52:43.593,101,1,2,0,2017-04-06T18:49:36.947
4523781,2014-05-26T11:47:22.090,101,1,0,0,2015-10-12T08:24:26.267
2068338,2014-05-26T13:54:15.160,101,1,3,0,2014-05-26T22:04:36.070
4069276,2014-05-26T15:17:23.297,101,1,0,0,2018-06-18T15:00:11.740
506817,2014-05-26T16:55:25.523,437,20,33,1,2018-08-18T15:56:06.787
514995,2014-05-26T18:24:18.903,101,1,1,0,2014-07-13T14:16:14.970
54619,2014-05-27T01:32:10.667,101,1,3,0,2014-05-27T01:32:10.667
1159530,2014-05-27T03:37:15.117,129,2,3,0,2018-05-14T21:34:39.670
2811422,2014-05-27T06:17:41.030,101,1,0,0,2018-08-21T18:30:05.797
1453415,2014-05-27T06:34:47.187,101,1,0,0,2016-12-20T12:18:52.983
3490239,2014-05-27T10:10:36.487,321,9,4,0,2018-08-09T11:47:40.190
99844,2014-05-27T11:11:11.137,101,4,3,0,2017-08-18T09:33:07.857
1924737,2014-05-27T13:09:21.533,1,1,0,0,2014-05-27T13:09:21.533
2938330,2014-05-27T15:08:34.527,1,1,0,0,2015-11-26T10:43:59.333
2262907,2014-05-27T18:15:33.403,1,1,0,0,2014-05-27T20:22:01.123
3187327,2014-05-27T19:01:58.220,101,1,0,0,2016-07-03T14:14:34.870
2247995,2014-05-27T22:42:28.637,80,5,9,0,2016-12-14T08:32:47.283
307326,2014-05-28T04:28:49.977,101,0,0,0,2017-10-27T15:46:22.833
525089,2014-05-28T05:28:45.177,1,1,0,0,2014-05-28T05:28:45.177
3415759,2014-05-28T14:33:29.417,1,1,1,0,2014-05-28T15:26:08.283
1589187,2014-05-28T23:30:53.410,1,1,0,0,2017-04-17T22:50:12.203
4279659,2014-05-28T23:40:12.640,1,1,0,0,2018-05-02T20:44:17.797
451137,2014-05-29T03:44:00.607,1,1,0,0,2014-05-29T03:44:00.607
1411876,2014-05-29T08:41:12.213,101,1,0,0,2015-06-11T08:40:32.600
2442474,2014-05-29T13:59:55.853,101,0,2,0,2018-06-19T08:41:36.237
1365191,2014-05-29T15:23:42.480,101,0,0,0,2018-08-04T09:40:25.460
3602083,2014-05-29T21:52:56.580,101,0,3,0,2018-06-01T06:42:18.260
4279791,2014-05-29T22:41:01.083,101,1,0,0,2016-01-19T15:11:35.187
35470,2014-05-30T01:00:55.787,101,1,0,0,2016-11-18T13:50:50.037
1867519,2014-05-30T04:55:44.817,101,4,1,0,2017-03-20T19:55:37.020
1816341,2014-05-30T07:59:16.760,101,3,1,0,2015-08-05T10:38:24.087
3444977,2014-05-30T10:05:31.567,101,1,3,0,2018-07-25T22:16:49.027
998090,2014-05-30T10:18:23.557,101,3,0,0,2018-06-09T17:01:27.780
489658,2014-05-30T12:43:29.273,101,1,1,0,2017-06-27T20:48:52.017
2736748,2014-05-30T16:20:27.587,557,41,60,42,2018-03-08T17:44:41.453
1739979,2014-05-30T17:55:47.733,101,3,0,0,2018-07-13T14:27:49.690
2993752,2014-05-30T19:32:42.287,1,1,0,0,2014-05-30T19:32:42.287
3863125,2014-05-30T19:37:01.347,141,17,58,3,2018-05-15T13:21:40.617
1777314,2014-05-30T19:44:28.477,101,1,6,0,2018-07-25T19:01:57.687
37021,2014-05-30T20:48:02.300,101,1,2,0,2017-12-09T22:20:11.043
1699833,2014-05-31T04:05:43.040,1,1,0,0,2018-08-13T04:19:06.543
4522438,2014-05-31T07:46:46.737,1,1,0,0,2014-05-31T11:59:41.820
25779,2014-05-31T07:53:48.323,101,1,0,0,2018-05-24T18:17:41.553
2290273,2014-05-31T08:49:03.483,1,1,0,0,2014-05-31T08:49:03.483
4547834,2014-05-31T09:18:54.630,1,1,0,0,2015-07-11T15:16:54.277
518744,2014-05-31T12:06:31.473,101,1,0,0,2014-05-31T12:06:31.473
257639,2014-05-31T19:06:44.583,101,1,0,0,2014-11-11T14:47:04.057
448882,2014-05-31T22:39:25.640,101,1,0,0,2018-06-18T02:57:24.773
70145,2014-05-31T23:21:59.197,101,1,3,0,2016-11-16T15:25:23.317
89551,2014-06-01T03:00:10.537,101,1,0,0,2017-12-13T02:15:12.693
919026,2014-06-01T05:55:20.277,101,1,0,0,2014-06-03T04:19:16.853
3818521,2014-06-01T10:22:19.650,222,5,4,0,2018-05-23T11:04:12.307
2726422,2014-06-01T12:13:54.080,101,1,0,0,2014-06-01T13:20:11.463
999778,2014-06-01T15:30:04.910,1,2,0,0,2017-11-27T06:38:42.740
4526400,2014-06-01T23:49:43.040,101,2,1,0,2015-08-06T18:20:54.403
1472934,2014-06-02T03:36:40.527,101,2,0,0,2015-04-22T21:30:50.067
1348322,2014-06-02T07:45:47.150,1,1,0,0,2014-06-18T09:01:39.383
132437,2014-06-02T10:47:17.943,101,2,0,0,2017-08-23T06:36:45.280
227652,2014-06-02T11:21:36.767,101,1,0,0,2018-06-27T07:26:19.823
